trade_id,asset,direction,limit_created_bar,entry_time_utc,hour_utc,session_utc,weekday,sub_periodo,fate,filled,fill_bar,time_to_fill_bars,exit_bar,outcome,pnl_usd,pnl_r,origin_bar,atr_m5,risk_price,risk_atr,risk_ticks,risk_usd,reward_price,reward_atr,reward_ticks,reward_usd,rr_nominal,rr_geometric,spread_price,spread_usd,spread_over_risk,spread_over_reward,breakeven_pct,rr_effective_net,cost_frac_of_target,swap_1night_estimate_usd,origin_retracement_frac,origin_dist_to_target_atr,distance_to_limit_atr,distance_to_limit_price,momentum_roc_atr_10
L00645,XAU,LONG,20189,2025-07-28T11:40:03+00:00,11,Londres,Monday,sub1,EXPIRED,False,,,,,,,20186,1.7138733467201208,1.8565189415248824,1.0832299510799592,1856.5189415248824,1.8565189415248824,1.8565189415248824,1.0832299510799592,1856.5189415248824,1.8565189415248824,1.0,1.0,0.16,0.16,0.08618279965868884,0.08618279965868884,54.309139982934454,0.8413106897185814,0.08618279965868884,-0.5493,0.48137004674942957,2.0886374654813054,0.2222211222340787,0.3808588584752215,-0.04201010543626487
L00646,XAU,SHORT,20194,2025-07-28T12:05:03+00:00,12,Londres/NY (overlap),Monday,sub1,EXPIRED,False,,,,,,,20193,1.7928483472730161,2.0413183433597624,1.138589522345645,2041.3183433597624,2.0413183433597624,2.0413183433597624,1.138589522345645,2041.3183433597624,2.0413183433597624,1.0,1.0,0.16,0.16,0.07838071926432573,0.07838071926432573,53.91903596321629,0.8546325655417926,0.07838071926432573,0.0,0.48309302184672465,2.2026971398479085,0.42012277155854605,0.7532164166404982,-0.2883679485700254
L00647,XAU,LONG,20208,2025-07-28T13:15:03+00:00,13,Londres/NY (overlap),Monday,sub1,FILLED_CLOSED,True,20209.0,1.0,20211.0,loss,-4.749233960358197,-1.034864206397392,20203,2.3572395758413047,4.589233960358342,1.9468678565353006,4589.233960358342,4.589233960358342,4.589233960358342,1.9468678565353006,4589.233960358342,4.589233960358342,1.0,1.0,0.16,0.16,0.034864206397423825,0.034864206397423825,51.74321031987119,0.9326207125883823,0.034864206397423825,-0.5493,0.49264708317825723,3.8373049449114096,0.01603013967209105,0.03778687964131677,-0.21932433397897688
L00648,XAU,LONG,20225,2025-07-28T14:40:03+00:00,14,Londres/NY (overlap),Monday,sub1,FILLED_CLOSED,True,20226.0,1.0,20422.0,win,10.165904347978215,0.934778237051543,20216,4.094962898324226,10.87520434797807,2.655751619246296,10875.20434797807,10.87520434797807,10.87520434797807,2.655751619246296,10875.20434797807,10.87520434797807,1.0,1.0,0.16,0.16,0.014712367223678642,0.014712367223678642,50.73561836118393,0.9710018963030229,0.014712367223678642,-0.5493,0.49694539232511153,5.279251156293237,0.06809994106077122,0.2788667320219247,1.5389638823294565
L00649,XAU,SHORT,20433,2025-07-29T09:00:03+00:00,9,Londres,Tuesday,sub1,FILLED_CLOSED,True,20435.0,2.0,20457.0,win,4.891403099982654,0.968325632139631,20425,2.6280028315175237,5.051403099982508,1.9221452273191073,5051.403099982508,5.051403099982508,5.051403099982508,1.9221452273191073,5051.403099982508,5.051403099982508,1.0,1.0,0.16,0.16,0.031674367860397845,0.031674367860397845,51.58371839301989,0.9385961911100152,0.031674367860397845,0.0,0.49331974480725804,3.793605943037824,0.365599278849521,0.9607959400173058,1.1670459267462003
L00650,XAU,LONG,20470,2025-07-29T12:05:03+00:00,12,Londres/NY (overlap),Tuesday,sub1,FILLED_CLOSED,True,20473.0,3.0,20473.0,win,3.7069131925882175,0.9586233276954509,20468,2.230143754004623,3.866913192588072,1.7339300148899979,3866.913192588072,3.866913192588072,3.866913192588072,1.7339300148899979,3866.913192588072,3.866913192588072,1.0,1.0,0.16,0.16,0.04137667230458675,0.04137667230458675,52.06883361522934,0.9205346664564332,0.04137667230458675,-0.5493,0.49127803381050006,3.4084040598398406,0.47471476469232865,1.0586821674123712,-0.20760993508527803
L00651,XAU,SHORT,20482,2025-07-29T13:05:03+00:00,13,Londres/NY (overlap),Tuesday,sub1,FILLED_CLOSED,True,20483.0,1.0,20487.0,win,2.9965266776266617,0.9493113740701336,20480,2.5973319963420103,3.156526677626516,1.2152958043377033,3156.526677626516,3.156526677626516,3.156526677626516,1.2152958043377033,3156.526677626516,3.156526677626516,1.0,1.0,0.16,0.16,0.05068862592991251,0.05068862592991251,52.53443129649563,0.9035135154622036,0.05068862592991251,0.0,0.4892411288525707,2.379392455010167,0.10066272726874145,0.26145452237415157,-0.9613711314212158
L00652,XAU,LONG,20489,2025-07-29T13:40:03+00:00,13,Londres/NY (overlap),Tuesday,sub1,FILLED_CLOSED,True,20490.0,1.0,20494.0,loss,-7.5216986653290405,-1.0217341142681369,20488,3.2866934122701363,7.361698665329186,2.239849521055395,7361.698665329186,7.361698665329186,7.361698665329186,2.239849521055395,7361.698665329186,7.361698665329186,1.0,1.0,0.16,0.16,0.021734114268156537,0.021734114268156537,51.08670571340783,0.9574564185248445,0.021734114268156537,-0.5493,0.4954590207055741,4.439380769799327,0.006941668056485974,0.02281513467141849,-0.9246375060887431
L00653,XAU,LONG,20496,2025-07-29T14:15:03+00:00,14,Londres/NY (overlap),Tuesday,sub1,EXPIRED,False,,,,,,,20494,3.7197404958440656,6.211089818122218,1.6697642819604348,6211.089818122218,6.211089818122218,6.211089818122218,1.6697642819604348,6211.089818122218,6.211089818122218,1.0,1.0,0.16,0.16,0.025760374537358143,0.025760374537358143,51.28801872686791,0.9497731143124403,0.025760374537358143,-0.5493,0.49461030145196283,3.303914359073,0.21409713467040573,0.7963857818776887,-0.6656378321999774
L00654,XAU,SHORT,20509,2025-07-29T15:20:03+00:00,15,Londres/NY (overlap),Tuesday,sub1,EXPIRED,False,,,,,,,20506,3.331827185723012,7.029172486760672,2.109705004173357,7029.172486760672,7.029172486760672,7.029172486760672,2.109705004173357,7029.172486760672,7.029172486760672,1.0,1.0,0.16,0.16,0.022762281093735758,0.022762281093735758,51.13811405468679,0.9554886183925478,0.022762281093735758,0.0,0.4952113225558114,4.179382578181172,0.14262204092571729,0.4751919932396049,-0.6891113710333646
L00655,XAU,SHORT,20584,2025-07-29T22:35:03+00:00,22,Post-NY / transicion,Tuesday,sub1,FILLED_CLOSED,True,20585.0,1.0,20601.0,loss,-2.1451096672781205,-1.080600081011759,20582,1.2231776233145537,1.985109667278266,1.622912019841433,1985.109667278266,1.985109667278266,1.985109667278266,1.622912019841433,1985.109667278266,1.985109667278266,1.0,1.0,0.16,0.16,0.08060008101183246,0.08060008101183246,54.03000405059163,0.8508234777543944,0.08060008101183246,0.0,0.4826472480909222,3.1369544548719284,0.018032681682031954,0.022057172721815732,-1.2549281238814096
L00656,XAU,SHORT,20613,2025-07-30T01:00:03+00:00,1,Asia,Wednesday,sub1,FILLED_CLOSED,True,20614.0,1.0,20620.0,win,4.341500168100538,0.9644562936743434,20611,1.687430356164672,4.501500168100392,2.667665750859055,4501.500168100392,4.501500168100392,4.501500168100392,2.667665750859055,4501.500168100392,4.501500168100392,1.0,1.0,0.16,0.16,0.035543706325689,0.035543706325689,51.777185316284445,0.93135257139111,0.035543706325689,0.0,0.4924829689648983,5.256307843341221,0.7430509634481417,1.2538467518998004,1.1170831395285543
L00657,XAU,LONG,20625,2025-07-30T02:00:03+00:00,2,Asia,Wednesday,sub1,FILLED_CLOSED,True,20626.0,1.0,20628.0,win,4.247050157813192,0.9636945361930591,20623,2.104829621026408,4.407050157813046,2.0937799971020805,4407.050157813046,4.407050157813046,4.407050157813046,2.0937799971020805,4407.050157813046,4.407050157813046,1.0,1.0,0.16,0.16,0.036305463806973866,0.036305463806973866,51.8152731903487,0.9299328912662449,0.036305463806973866,-0.5493,0.49234702088644006,4.124431616176353,0.2360401607920614,0.49682432218696704,-1.6970494734192552
L00658,XAU,SHORT,20722,2025-07-30T10:05:03+00:00,10,Londres,Wednesday,sub1,FILLED_CLOSED,True,20723.0,1.0,20723.0,win,2.877145081816252,0.9473189473371552,20720,2.104630897378691,3.0371450818161065,1.443077304243161,3037.1450818161065,3.0371450818161065,3.0371450818161065,1.443077304243161,3037.1450818161065,3.0371450818161065,1.0,1.0,0.16,0.16,0.05268105266289275,0.05268105266289275,52.634052633144634,0.8999107041403865,0.05268105266289275,0.0,0.4887759893637222,2.8227885901663408,0.5170583590403189,1.0882169981841798,0.9303294000096475
L00659,XAU,SHORT,20738,2025-07-30T11:25:03+00:00,11,Londres,Wednesday,sub1,FILLED_CLOSED,True,20739.0,1.0,20741.0,win,1.8548977234827362,0.920591502915936,20737,2.0390775310951916,2.0148977234825907,0.9881417909599475,2014.8977234825907,2.0148977234825907,2.0148977234825907,0.9881417909599475,2014.8977234825907,2.0148977234825907,1.0,1.0,0.16,0.16,0.07940849708413622,0.07940849708413622,53.97042485420681,0.8528666444656557,0.07940849708413622,0.0,0.48184231891440577,1.9070291284492544,0.02958076659547864,0.060317476517411706,0.14614451655485516
L00660,XAU,LONG,20743,2025-07-30T11:50:03+00:00,11,Londres,Wednesday,sub1,EXPIRED,False,,,,,,,20742,2.1170969643469553,4.010476583808668,1.8943282482320072,4010.476583808668,4.010476583808668,4.010476583808668,1.8943282482320072,4010.476583808668,4.010476583808668,1.0,1.0,0.16,0.16,0.03989550784212565,0.03989550784212565,51.994775392106284,0.9232701602396334,0.03989550784212565,-0.5493,0.4915720884735222,3.7258541580547244,0.5377562177662395,1.1384820561916058,0.538945555737468
L00661,XAU,SHORT,20748,2025-07-30T12:15:03+00:00,12,Londres/NY (overlap),Wednesday,sub1,FILLED_CLOSED,True,20749.0,1.0,20751.0,win,3.414343434717921,0.9552365342273027,20745,2.1768908326576564,3.5743434347177754,1.6419488662892845,3574.3434347177754,3.5743434347177754,3.5743434347177754,1.6419488662892845,3574.3434347177754,3.5743434347177754,1.0,1.0,0.16,0.16,0.04476346577273802,0.04476346577273802,52.2381732886369,0.9143088991159742,0.04476346577273802,0.0,0.4905011862084639,3.222674561438912,0.7074000690253128,1.539932725282597,0.6959467040204034
L00662,XAU,LONG,20795,2025-07-30T16:10:03+00:00,16,Nueva York,Wednesday,sub1,FILLED_CLOSED,True,20796.0,1.0,20808.0,win,5.518162293684327,0.9718218691674554,20788,2.935074612517996,5.678162293684181,1.934588739062035,5678.162293684181,5.678162293684181,5.678162293684181,1.934588739062035,5678.162293684181,5.678162293684181,1.0,1.0,0.16,0.16,0.028178130832570245,0.028178130832570245,51.40890654162852,0.9451882315183013,0.028178130832570245,-0.5493,0.4941405095958395,3.824359878108405,0.14697435781564966,0.43138070631584924,0.34683956437028646
L00663,XAU,LONG,20842,2025-07-30T20:05:03+00:00,20,Nueva York,Wednesday,sub1,FILLED_CLOSED,True,20843.0,1.0,20873.0,win,6.781815306017506,0.9769512738460268,20836,4.476460600356449,6.941815306017361,1.5507374968216188,6941.815306017361,6.941815306017361,6.941815306017361,1.5507374968216188,6941.815306017361,6.941815306017361,1.0,1.0,0.16,0.16,0.02304872615399426,0.02304872615399426,51.15243630769971,0.9549410979853469,0.02304872615399426,-0.5493,0.49524750154295744,3.072273047804628,0.08576107068876208,0.3839060539826278,0.046465281071180746
L00664,XAU,SHORT,20894,2025-07-31T01:25:03+00:00,1,Asia,Thursday,sub1,FILLED_CLOSED,True,20895.0,1.0,20899.0,loss,-4.170938256653244,-1.0398909157313616,20893,2.555517403222834,4.0109382566533895,1.5695210103422048,4010.9382566533895,4.0109382566533895,4.0109382566533895,1.5695210103422048,4010.9382566533895,4.0109382566533895,1.0,1.0,0.16,0.16,0.03989091573139781,0.03989091573139781,51.99454578656989,0.9232786533127065,0.03989091573139781,0.0,0.4916570886439472,3.0875241402606735,0.05662907369130092,0.14471658334650783,0.007434893605426696
L00665,XAU,SHORT,20907,2025-07-31T02:30:03+00:00,2,Asia,Thursday,sub1,FILLED_CLOSED,True,20908.0,1.0,20912.0,loss,-3.795337114981976,-1.0440124244160067,20903,2.3120973497337594,3.6353371149821214,1.5723114406928993,3635.3371149821214,3.6353371149821214,3.6353371149821214,1.5723114406928993,3635.3371149821214,3.6353371149821214,1.0,1.0,0.16,0.16,0.04401242441604673,0.04401242441604673,52.20062122080233,0.915686014099565,0.04401242441604673,0.0,0.4907665214952993,3.087604226866214,0.04692517165445821,0.10849556501807456,-1.1517681123187389
L00666,XAU,SHORT,20920,2025-07-31T03:35:03+00:00,3,Asia,Thursday,sub1,FILLED_CLOSED,True,20921.0,1.0,20937.0,loss,-3.83552031643967,-1.0435312516935926,20913,2.287788215898876,3.6755203164398154,1.6065824147956356,3675.5203164398154,3.6755203164398154,3.6755203164398154,1.6065824147956356,3675.5203164398154,3.6755203164398154,1.0,1.0,0.16,0.16,0.043531251693632124,0.043531251693632124,52.176562584681605,0.9165693377692681,0.043531251693632124,0.0,0.4908616015163551,3.1554925332296344,0.13000402812358106,0.2974216835605148,-1.1740597234190928
L00667,XAU,SHORT,20939,2025-07-31T05:10:03+00:00,5,Asia,Thursday,sub1,FILLED_CLOSED,True,20940.0,1.0,20948.0,loss,-2.777467336169593,-1.0611277924231863,20938,1.7346665527591205,2.6174673361697387,1.5089167033320932,2617.4673361697387,2.6174673361697387,2.6174673361697387,1.5089167033320932,2617.4673361697387,2.6174673361697387,1.0,1.0,0.16,0.16,0.06112779242324201,0.06112779242324201,53.056389621162104,0.8847871239266145,0.06112779242324201,0.0,0.4870697277315552,2.94175794432814,0.21762005108712745,0.3774982238305711,-0.622021562751349
L00668,XAU,SHORT,20957,2025-07-31T06:40:03+00:00,6,Asia,Thursday,sub1,FILLED_CLOSED,True,20958.0,1.0,20970.0,loss,-4.170030222006517,-1.0398999486641747,20956,2.163056985934897,4.010030222006662,1.8538717417440038,4010.0302220066624,4.010030222006662,4.010030222006662,1.8538717417440038,4010.0302220066624,4.010030222006662,1.0,1.0,0.16,0.16,0.039899948664210885,0.039899948664210885,51.99499743321054,0.9232619470450714,0.039899948664210885,0.0,0.49162042357916746,3.646629069554485,0.27422473926972935,0.5931637379935637,-0.6814429807373203
L00669,XAU,SHORT,20988,2025-07-31T09:15:03+00:00,9,Londres,Thursday,sub1,FILLED_CLOSED,True,20990.0,2.0,20992.0,win,4.466567190750538,0.9654171238840468,20977,2.6621789382104124,4.626567190750393,1.7378873840315536,4626.567190750393,4.626567190750393,4.626567190750393,1.7378873840315536,4626.567190750393,4.626567190750393,1.0,1.0,0.16,0.16,0.03458287611598466,0.03458287611598466,51.72914380579924,0.9331462429654448,0.03458287611598466,0.0,0.49273110734908754,3.4259687696393333,0.017664210536217206,0.047025289249631896,0.2050951542599377
L00670,XAU,SHORT,21033,2025-07-31T13:00:03+00:00,13,Londres/NY (overlap),Thursday,sub1,FILLED_CLOSED,True,21035.0,2.0,21041.0,win,3.9342349611797545,0.9609206600214864,21030,2.791674394602342,4.094234961179609,1.4665875680544076,4094.234961179609,4.094234961179609,4.094234961179609,1.4665875680544076,4094.234961179609,4.094234961179609,1.0,1.0,0.16,0.16,0.03907933997854917,0.03907933997854917,51.953966998927456,0.9247808353511178,0.03907933997854917,0.0,0.4917796564109469,2.8857317235617983,0.782760196907603,2.1852115988208425,0.7948634712882177
L00671,XAU,LONG,21060,2025-07-31T15:15:03+00:00,15,Londres/NY (overlap),Thursday,sub1,FILLED_CLOSED,True,21061.0,1.0,21069.0,loss,-5.866294227254002,-1.0280392131263876,21052,3.353645866278981,5.706294227254148,1.7015196161977395,5706.294227254148,5.706294227254148,5.706294227254148,1.7015196161977395,5706.294227254148,5.706294227254148,1.0,1.0,0.16,0.16,0.028039213126413137,0.028039213126413137,51.401960656320654,0.9454510824715685,0.028039213126413137,-0.5493,0.49416484613086276,3.3637828513554306,0.390428156386914,1.3093577727458978,0.4541326248289818
L00672,XAU,LONG,21076,2025-07-31T16:35:03+00:00,16,Nueva York,Thursday,sub1,EXPIRED,False,,,,,,,21073,2.78155703673147,3.805896419788496,1.3682611463760235,3805.896419788496,3.805896419788496,3.805896419788496,1.3682611463760235,3805.896419788496,3.805896419788496,1.0,1.0,0.16,0.16,0.04204003008807361,0.04204003008807361,52.10200150440368,0.9193120631181119,0.04204003008807361,-0.5493,0.4912044773893208,2.689216169504289,0.40829227846654265,1.1356882602117366,0.5105054403876884
L00673,XAU,SHORT,21130,2025-07-31T22:05:03+00:00,22,Post-NY / transicion,Thursday,sub1,FILLED_CLOSED,True,21131.0,1.0,21132.0,loss,-1.405212639979709,-1.1284921103936458,21129,1.5805120176415783,1.2452126399798544,0.7878539524412768,1245.2126399798544,1.2452126399798544,1.2452126399798544,0.7878539524412768,1245.2126399798544,1.2452126399798544,1.0,1.0,0.16,0.16,0.1284921103937626,0.1284921103937626,56.42460551968813,0.7722764577433722,0.1284921103937626,0.0,0.47208161735401344,1.4923783265368857,0.2603528194835187,0.4114907600205697,0.5169210932158081
L00674,XAU,LONG,21132,2025-07-31T22:15:03+00:00,22,Post-NY / transicion,Thursday,sub1,EXPIRED,False,,,,,,,21129,1.5632680152113418,2.187473154097006,1.3992950235096293,2187.473154097006,2.187473154097006,2.187473154097006,1.3992950235096293,2187.473154097006,2.187473154097006,1.0,1.0,0.16,0.16,0.0731437547932095,0.0731437547932095,53.657187739660486,0.8636832121204413,0.0731437547932095,-0.5493,0.48449539665046143,2.714418095236359,0.6947690065520233,1.0861101659029373,0.5526883372479329
L00675,XAU,SHORT,21141,2025-07-31T23:00:03+00:00,23,Post-NY / transicion,Thursday,sub1,EXPIRED,False,,,,,,,21138,1.4764083179854786,1.8510845079558749,1.2537754531765524,1851.0845079558749,1.8510845079558749,1.8510845079558749,1.2537754531765524,1851.0845079558749,1.8510845079558749,1.0,1.0,0.16,0.16,0.0864358160377484,0.0864358160377484,54.321790801887424,0.8408818730719291,0.0864358160377484,0.0,0.4815415250634712,2.4182755491267516,0.4752901778564496,0.7017223720440597,-0.999046118903586
L00676,XAU,LONG,21146,2025-07-31T23:25:03+00:00,23,Post-NY / transicion,Thursday,sub1,FILLED_CLOSED,True,21147.0,1.0,21152.0,loss,-4.015493915073421,-1.0414992225443058,21145,1.639275314247414,3.8554939150735663,2.3519502072436267,3855.4939150735663,3.8554939150735663,3.8554939150735663,2.3519502072436267,3855.4939150735663,3.8554939150735663,1.0,1.0,0.16,0.16,0.04149922254434347,0.04149922254434347,52.07496112721718,0.9203086826258737,0.04149922254434347,-0.5493,0.49132313452501114,4.623662617421059,0.1366688822675378,0.22403792492696084,-0.9138184336581524
L00677,XAU,LONG,21160,2025-08-01T00:35:03+00:00,0,Asia,Friday,sub1,EXPIRED,False,,,,,,,21156,1.7110254649444514,2.860554245322419,1.6718361613719683,2860.554245322419,2.860554245322419,2.860554245322419,1.6718361613719683,2860.554245322419,2.860554245322419,1.0,1.0,0.16,0.16,0.055933216530199406,0.055933216530199406,52.79666082650998,0.8940591778824872,0.055933216530199406,-0.5493,0.4882409756482735,3.2668425603041897,0.29625709556225316,0.506903434677497,-0.46054253203390716
L00678,XAU,LONG,21177,2025-08-01T02:00:03+00:00,2,Asia,Friday,sub1,FILLED_CLOSED,True,21185.0,8.0,21190.0,win,6.009360649052724,0.9740653839025564,21176,2.5544206745993376,6.169360649052578,2.415170183360752,6169.360649052578,6.169360649052578,6.169360649052578,2.415170183360752,6169.360649052578,6.169360649052578,1.0,1.0,0.16,0.16,0.02593461609746725,0.02593461609746725,51.296730804873356,0.9494419708809135,0.02593461609746725,-0.5493,0.4946236307654535,4.778953529265364,0.4258902857173467,1.0879029509474094,-1.2707382273709602
L00679,XAU,SHORT,21196,2025-08-01T03:35:03+00:00,3,Asia,Friday,sub1,FILLED_CLOSED,True,21197.0,1.0,21223.0,loss,-5.1383268793661045,-1.0321393118364743,21191,2.1528492419659977,4.97832687936625,2.3124363668029098,4978.32687936625,4.97832687936625,4.97832687936625,2.3124363668029098,4978.32687936625,4.97832687936625,1.0,1.0,0.16,0.16,0.03213931183650365,0.03213931183650365,51.60696559182518,0.93772291885808,0.03213931183650365,0.0,0.4932881763918923,4.563612410574722,0.023483929877068495,0.05055736063422955,-1.4919762784071062
L00680,XAU,SHORT,21227,2025-08-01T06:10:03+00:00,6,Asia,Friday,sub1,FILLED_CLOSED,True,21228.0,1.0,21237.0,win,5.134637862152886,0.9697807472077419,21223,1.9213115354718977,5.29463786215274,2.755741463266816,5294.63786215274,5.29463786215274,5.29463786215274,2.755741463266816,5294.63786215274,5.29463786215274,1.0,1.0,0.16,0.16,0.03021925279228555,0.03021925279228555,51.51096263961428,0.9413343272116496,0.03021925279228555,0.0,0.493687742955386,5.442770592504127,0.18652880141039074,0.3583799378475305,-0.9660067957401353
L00681,XAU,SHORT,21294,2025-08-01T11:45:03+00:00,11,Londres,Friday,sub1,FILLED_CLOSED,True,21296.0,2.0,21300.0,loss,-2.7163552771939976,-1.0625891093570807,21292,2.059461437307779,2.556355277194143,1.2412736800432282,2556.355277194143,2.556355277194143,2.556355277194143,1.2412736800432282,2556.355277194143,2.556355277194143,1.0,1.0,0.16,0.16,0.06258910935713759,0.06258910935713759,53.12945546785688,0.8821950859349503,0.06258910935713759,0.0,0.4867434129310408,2.4184271791458865,0.4130680708051126,0.8506977628062486,0.15003922598528244
L00682,XAU,SHORT,21318,2025-08-01T13:45:03+00:00,13,Londres/NY (overlap),Friday,sub1,FILLED_CLOSED,True,21319.0,1.0,21325.0,loss,-11.929112280782192,-1.0135949081105393,21312,5.829666640905707,11.769112280782338,2.0188310937370972,11769.112280782338,11.769112280782338,11.769112280782338,2.0188310937370972,11769.112280782338,11.769112280782338,1.0,1.0,0.16,0.16,0.01359490811055158,0.01359490811055158,50.67974540552758,0.9731748689702991,0.01359490811055158,0.0,0.4971332888704293,4.014644535133917,0.007903189334102875,0.04607295921778132,-0.2988164001997024
L00683,XAU,SHORT,21326,2025-08-01T14:25:03+00:00,14,Londres/NY (overlap),Friday,sub1,FILLED_CLOSED,True,21330.0,4.0,21387.0,loss,-8.587341357303558,-1.0189858216507615,21325,5.788745398740539,8.427341357303703,1.455814822869433,8427.341357303703,8.427341357303703,8.427341357303703,1.455814822869433,8427.341357303703,8.427341357303703,1.0,1.0,0.16,0.16,0.01898582165077877,0.01898582165077877,50.94929108253894,0.9627358472563998,0.01898582165077877,0.0,0.49598682050958687,2.888445941713959,0.1606329417940039,0.9298632026961968,-0.3900672502355243
L00684,XAU,SHORT,21406,2025-08-03T22:10:03+00:00,22,Post-NY / transicion,Sunday,sub1,FILLED_CLOSED,True,21408.0,2.0,21410.0,win,3.1704674631646412,0.9519586959580059,21405,1.992464903400195,3.3304674631644957,1.6715313065143396,3330.4674631644957,3.3304674631644957,3.3304674631644957,1.6715313065143396,3330.4674631644957,3.3304674631644957,1.0,1.0,0.16,0.16,0.04804130404203784,0.04804130404203784,52.4020652021019,0.9083217353042206,0.04804130404203784,0.0,0.48968943163212364,3.275517714360472,0.4628003109426981,0.9221133768360232,-0.13099352443024903
L00685,XAU,LONG,21423,2025-08-03T23:35:03+00:00,23,Post-NY / transicion,Sunday,sub1,FILLED_CLOSED,True,21424.0,1.0,21426.0,win,3.2705734160385873,0.9533605667053121,21420,1.8348624792059236,3.430573416038442,1.8696624160755069,3430.573416038442,3.430573416038442,3.430573416038442,1.8696624160755069,3430.573416038442,3.430573416038442,1.0,1.0,0.16,0.16,0.04663943329473031,0.04663943329473031,52.33197166473652,0.9108777448831381,0.04663943329473031,-0.5493,0.49002646304208036,3.666194970092697,0.19762234394724096,0.3626098239615203,-0.14115499277749818
L00686,XAU,LONG,21449,2025-08-04T01:45:03+00:00,1,Asia,Monday,sub1,EXPIRED,False,,,,,,,21445,2.3230959864642995,5.293851054729657,2.2787913566958466,5293.851054729657,5.293851054729657,5.293851054729657,2.2787913566958466,5293.851054729657,5.293851054729657,1.0,1.0,0.16,0.16,0.030223744179022953,0.030223744179022953,51.51118720895115,0.9413258637266062,0.030223744179022953,-0.5493,0.4936004641295156,4.49998705622563,0.29613463639855775,0.6879491852705542,-0.5781078387743754
L00687,XAU,SHORT,21574,2025-08-04T12:10:03+00:00,12,Londres/NY (overlap),Monday,sub1,FILLED_CLOSED,True,21575.0,1.0,21578.0,win,4.391158360262125,0.9648441149846861,21573,2.176370379260452,4.551158360261979,2.0911690416446946,4551.158360261979,4.551158360261979,4.551158360261979,2.0911690416446946,4551.158360261979,4.551158360261979,1.0,1.0,0.16,0.16,0.03515588501534583,0.03515588501534583,51.7577942507673,0.9320761529268132,0.03515588501534583,0.0,0.49248047046758925,4.120371571851306,0.04213608152919076,0.09170371973823421,0.3326639651501695
L00688,XAU,LONG,21581,2025-08-04T12:45:03+00:00,12,Londres/NY (overlap),Monday,sub1,FILLED_CLOSED,True,21583.0,2.0,21584.0,win,4.549298452490348,0.9660246634155776,21578,2.5530212714712683,4.709298452490202,1.8445982041412068,4709.298452490202,4.709298452490202,4.709298452490202,1.8445982041412068,4709.298452490202,4.709298452490202,1.0,1.0,0.16,0.16,0.03397533658445337,0.03397533658445337,51.69876682922268,0.9342821141233704,0.03397533658445337,-0.5493,0.49275962789041944,3.6365366511928845,0.73800522093745,1.884143027510163,-1.083813923103447
L00689,XAU,SHORT,21598,2025-08-04T14:10:03+00:00,14,Londres/NY (overlap),Monday,sub1,FILLED_CLOSED,True,21599.0,1.0,21614.0,win,7.243682275904121,0.9783891320511429,21595,3.3906706503399575,7.403682275903975,2.1835450975345134,7403.682275903975,7.403682275903975,7.403682275903975,2.1835450975345134,7403.682275903975,7.403682275903975,1.0,1.0,0.16,0.16,0.02161086794887674,0.02161086794887674,51.08054339744383,0.9576925645040061,0.02161086794887674,0.0,0.49538526928073584,4.327152904201087,0.15239814696956316,0.5167319240958932,-0.5190713523956554
L00690,XAU,SHORT,21682,2025-08-04T22:10:03+00:00,22,Post-NY / transicion,Monday,sub1,FILLED_CLOSED,True,21684.0,2.0,21692.0,loss,-1.7330000260399174,-1.101716463668882,21681,1.1074142616140565,1.573000026040063,1.420426014513679,1573.000026040063,1.573000026040063,1.573000026040063,1.420426014513679,1573.000026040063,1.573000026040063,1.0,1.0,0.16,0.16,0.1017164636689745,0.1017164636689745,55.085823183448724,0.8153491083717952,0.1017164636689745,0.0,0.47757232995084564,2.7188950661438613,0.25469859269191575,0.2820568539600572,1.239825102124335
L00691,XAU,SHORT,21703,2025-08-04T23:55:03+00:00,23,Post-NY / transicion,Monday,sub1,FILLED_CLOSED,True,21704.0,1.0,21712.0,loss,-2.5218995114123572,-1.067742086073835,21699,1.2088430681243665,2.3618995114125028,1.953851226592391,2361.8995114125028,2.3618995114125028,2.3618995114125028,1.953851226592391,2361.8995114125028,2.3618995114125028,1.0,1.0,0.16,0.16,0.06774208607389656,0.06774208607389656,53.387104303694834,0.8731115183012308,0.06774208607389656,0.0,0.48526916719860985,3.795869806280457,0.05731811714412221,0.06928860858761254,0.12739453454362923
L00692,XAU,SHORT,21720,2025-08-05T01:20:03+00:00,1,Asia,Tuesday,sub1,FILLED_CLOSED,True,21721.0,1.0,21732.0,win,2.8270163252800558,0.9464348424728275,21717,1.5676195325369513,2.9870163252799102,1.9054472486993597,2987.0163252799102,2.9870163252799102,2.9870163252799102,1.9054472486993597,2987.0163252799102,2.9870163252799102,1.0,1.0,0.16,0.16,0.05356515752722127,0.05356515752722127,52.678257876361066,0.8983163838619306,0.05356515752722127,0.0,0.48841393898681984,3.7245878922613356,0.09777856905907291,0.1532795947205159,-0.07527336675179933
