trade_id,asset,direction,limit_created_bar,entry_time_utc,hour_utc,session_utc,weekday,sub_periodo,fate,filled,fill_bar,exit_bar,outcome,pnl_usd,pnl_r,n_d1_closed_days,momentum_roc_atr_10,div_alignment,legacy_aligned_with_d1,closed_dist_ema20_atr,forming_dist_ema20_atr,closed_ema20_slope,forming_ema20_slope,closed_dist_ema50_atr,forming_dist_ema50_atr,closed_ema50_slope,forming_ema50_slope,closed_dist_ema200_atr,forming_dist_ema200_atr,closed_ema200_slope,forming_ema200_slope,closed_ret_1d,forming_ret_1d,closed_ret_3d,forming_ret_3d,closed_ret_5d,forming_ret_5d,closed_ret_10d,forming_ret_10d,closed_rsi14,closed_rsi14_delta,forming_rsi14,forming_rsi14_delta,closed_atr14,closed_atr14_pct,closed_swing_high_type,closed_swing_high_age_days,closed_swing_low_type,closed_swing_low_age_days,aligned_closed_dist_ema20_atr,aligned_forming_dist_ema20_atr,aligned_closed_ema20_slope,aligned_forming_ema20_slope,aligned_closed_dist_ema50_atr,aligned_forming_dist_ema50_atr,aligned_closed_ema50_slope,aligned_forming_ema50_slope,aligned_closed_dist_ema200_atr,aligned_forming_dist_ema200_atr,aligned_closed_ema200_slope,aligned_forming_ema200_slope,aligned_closed_ret_1d,aligned_forming_ret_1d,aligned_closed_ret_3d,aligned_forming_ret_3d,aligned_closed_ret_5d,aligned_forming_ret_5d,aligned_closed_ret_10d,aligned_forming_ret_10d,aligned_closed_rsi14_delta,aligned_forming_rsi14_delta
L00901,XAU,LONG,27743,2025-09-04T00:20:03+00:00,0,Asia,Thursday,sub1,FILLED_CLOSED,True,27746.0,27756.0,loss,-6.207814027196491,-1.026455839958098,102,0.4137696321690209,NONE,True,3.441879218339819,3.0825470335663168,1.249593252549895,1.4436805443620722,4.354122048316906,4.1498854202769975,0.6051710051500935,0.7103607624609818,6.063085113918317,5.968249160632614,0.2250829815453172,0.2555548903515992,0.007281221658316489,-0.00042027005160109816,0.03236075039841537,0.023401097573602914,0.047791511737708355,0.0412957285488022,0.0630628532041513,0.06571316809246162,76.45932052740386,10.801227145048642,76.08697007387059,7.032475531660879,42.92245738353081,1.2058170708169311,LH,14.0,HL,10.0,3.441879218339819,3.0825470335663168,1.249593252549895,1.4436805443620722,4.354122048316906,4.1498854202769975,0.6051710051500935,0.7103607624609818,6.063085113918317,5.968249160632614,0.2250829815453172,0.2555548903515992,0.007281221658316489,-0.00042027005160109816,0.03236075039841537,0.023401097573602914,0.047791511737708355,0.0412957285488022,0.0630628532041513,0.06571316809246162,10.801227145048642,7.032475531660879
L00902,XAU,LONG,27787,2025-09-04T04:00:03+00:00,4,Asia,Thursday,sub1,FILLED_CLOSED,True,27791.0,27881.0,win,18.83402318975959,0.9915762975331041,102,3.8028979133568224,NONE,True,3.441879218339819,2.5359267526108336,1.249593252549895,1.3861415674193858,4.354122048316906,3.569418682296401,0.6051710051500935,0.6866682425434087,6.063085113918317,5.370101437638897,0.2250829815453172,0.24954335544714665,0.007281221658316489,-0.007705325518258117,0.03236075039841537,0.015942429158181722,0.047791511737708355,0.033706641943311855,0.0630628532041513,0.05794612429546392,76.45932052740386,10.801227145048642,70.16399152528773,1.1094969830780173,42.92245738353081,1.2058170708169311,LH,14.0,HL,10.0,3.441879218339819,2.5359267526108336,1.249593252549895,1.3861415674193858,4.354122048316906,3.569418682296401,0.6051710051500935,0.6866682425434087,6.063085113918317,5.370101437638897,0.2250829815453172,0.24954335544714665,0.007281221658316489,-0.007705325518258117,0.03236075039841537,0.015942429158181722,0.047791511737708355,0.033706641943311855,0.0630628532041513,0.05794612429546392,10.801227145048642,1.1094969830780173
L00903,XAU,SHORT,27889,2025-09-04T12:30:03+00:00,12,Londres/NY (overlap),Thursday,sub1,FILLED_CLOSED,True,27890.0,27900.0,loss,-8.5806695039023,-1.0190008644711332,102,-0.17043160238216395,NONE,False,3.441879218339819,2.811977161348806,1.249593252549895,1.415199505181278,4.354122048316906,3.862561995600189,0.6051710051500935,0.6986332757394859,6.063085113918317,5.672173880193496,0.2250829815453172,0.2525792593924128,0.007281221658316489,-0.004026276991675473,0.03236075039841537,0.01970915450016679,0.047791511737708355,0.03753923018122264,0.0630628532041513,0.06186858324832073,76.45932052740386,10.801227145048642,73.03520012990484,3.9807055876951267,42.92245738353081,1.2058170708169311,LH,14.0,HL,10.0,-3.441879218339819,-2.811977161348806,-1.249593252549895,-1.415199505181278,-4.354122048316906,-3.862561995600189,-0.6051710051500935,-0.6986332757394859,-6.063085113918317,-5.672173880193496,-0.2250829815453172,-0.2525792593924128,-0.007281221658316489,0.004026276991675473,-0.03236075039841537,-0.01970915450016679,-0.047791511737708355,-0.03753923018122264,-0.0630628532041513,-0.06186858324832073,-10.801227145048642,-3.9807055876951267
L00904,XAU,SHORT,27904,2025-09-04T13:45:03+00:00,13,Londres/NY (overlap),Thursday,sub1,EXPIRED,False,,,,,,102,0.6210349710182257,NONE,False,3.441879218339819,2.8156238260335655,1.249593252549895,1.415583364621779,4.354122048316906,3.8664344599558342,0.6051710051500935,0.6987913355091008,6.063085113918317,5.676164299601086,0.2250829815453172,0.2526193641100822,0.007281221658316489,-0.00397767624372969,0.03236075039841537,0.01975891347116271,0.047791511737708355,0.03758985921032753,0.0630628532041513,0.06192039948219698,76.45932052740386,10.801227145048642,73.07470266367848,4.0202081214687695,42.92245738353081,1.2058170708169311,LH,14.0,HL,10.0,-3.441879218339819,-2.8156238260335655,-1.249593252549895,-1.415583364621779,-4.354122048316906,-3.8664344599558342,-0.6051710051500935,-0.6987913355091008,-6.063085113918317,-5.676164299601086,-0.2250829815453172,-0.2526193641100822,-0.007281221658316489,0.00397767624372969,-0.03236075039841537,-0.01975891347116271,-0.047791511737708355,-0.03758985921032753,-0.0630628532041513,-0.06192039948219698,-10.801227145048642,-4.0202081214687695
L00905,XAU,LONG,27914,2025-09-04T14:35:03+00:00,14,Londres/NY (overlap),Thursday,sub1,FILLED_CLOSED,True,27916.0,27928.0,win,8.10809956891353,0.9806485155789093,102,-0.32143924424972664,NONE,True,3.441879218339819,2.7814547887271908,1.249593252549895,1.411986623852687,4.354122048316906,3.8301496927852856,0.6051710051500935,0.697310324604183,6.063085113918317,5.63877430041194,0.2250829815453172,0.25224358522376134,0.007281221658316489,-0.004433062442690504,0.03236075039841537,0.0192926747891714,0.047791511737708355,0.0371154681341475,0.0630628532041513,0.0614348843659339,76.45932052740386,10.801227145048642,72.70623338234125,3.651738840131543,42.92245738353081,1.2058170708169311,LH,14.0,HL,10.0,3.441879218339819,2.7814547887271908,1.249593252549895,1.411986623852687,4.354122048316906,3.8301496927852856,0.6051710051500935,0.697310324604183,6.063085113918317,5.63877430041194,0.2250829815453172,0.25224358522376134,0.007281221658316489,-0.004433062442690504,0.03236075039841537,0.0192926747891714,0.047791511737708355,0.0371154681341475,0.0630628532041513,0.0614348843659339,10.801227145048642,3.651738840131543
L00906,XAU,LONG,28006,2025-09-04T23:15:03+00:00,23,Post-NY / transicion,Thursday,sub1,FILLED_CLOSED,True,28007.0,28009.0,win,2.387161496576482,0.937184980137729,103,1.1488520610328228,NONE,True,2.7735661498123068,2.47396951841839,1.3926009402332178,1.4693076713171347,3.8072415794966785,3.6202956238273183,0.687406405353721,0.7466462175600213,5.587117349177474,5.4927351930531865,0.24848201451926305,0.26788041852020833,-0.003915029036839971,-0.00048227702443537953,0.019823053647648848,0.002853799713346524,0.037655120906803854,0.027823093443076985,0.061987191506210945,0.05090622154203996,73.12568520006324,4.071190657853535,72.70679009720041,-1.7566008586636883,43.64606757042146,1.2309646547466624,LH,15.0,HL,11.0,2.7735661498123068,2.47396951841839,1.3926009402332178,1.4693076713171347,3.8072415794966785,3.6202956238273183,0.687406405353721,0.7466462175600213,5.587117349177474,5.4927351930531865,0.24848201451926305,0.26788041852020833,-0.003915029036839971,-0.00048227702443537953,0.019823053647648848,0.002853799713346524,0.037655120906803854,0.027823093443076985,0.061987191506210945,0.05090622154203996,4.071190657853535,-1.7566008586636883
L00907,XAU,SHORT,28025,2025-09-05T00:50:03+00:00,0,Asia,Friday,sub1,FILLED_CLOSED,True,28026.0,28045.0,win,4.991650475573351,0.9689419923268277,103,1.306510837418585,NONE,,2.7735661498123068,2.6272642974937033,1.3926009402332178,1.4854439638513859,3.8072415794966785,3.783082339687489,0.687406405353721,0.7532905733094152,5.587117349177474,5.6604803833532085,0.24848201451926305,0.2695662998297512,-0.003915029036839971,0.0016033595812368702,0.019823053647648848,0.004946397520009724,0.037655120906803854,0.029967793250358518,0.061987191506210945,0.05309908759573211,73.12568520006324,4.071190657853535,73.63076751179214,-0.832623444071956,43.64606757042146,1.2309646547466624,LH,15.0,HL,11.0,-2.7735661498123068,-2.6272642974937033,-1.3926009402332178,-1.4854439638513859,-3.8072415794966785,-3.783082339687489,-0.687406405353721,-0.7532905733094152,-5.587117349177474,-5.6604803833532085,-0.24848201451926305,-0.2695662998297512,0.003915029036839971,-0.0016033595812368702,-0.019823053647648848,-0.004946397520009724,-0.037655120906803854,-0.029967793250358518,-0.061987191506210945,-0.05309908759573211,-4.071190657853535,0.832623444071956
L00908,XAU,SHORT,28069,2025-09-05T04:30:03+00:00,4,Asia,Friday,sub1,FILLED_CLOSED,True,28070.0,28071.0,loss,-2.2592070733030596,-1.0762192553724996,103,0.38928622995013645,NONE,,2.7735661498123068,2.7457334878135797,1.3926009402332178,1.4979144049376882,3.8072415794966785,3.9088870835875427,0.687406405353721,0.7584254608155402,5.587117349177474,5.790117132854847,0.24848201451926305,0.2708691817342915,-0.003915029036839971,0.0032151801629024873,0.019823053647648848,0.006563597853353946,0.037655120906803854,0.03162525902434287,0.061987191506210945,0.05479377718286544,73.12568520006324,4.071190657853535,74.11973418293127,-0.3436567729328317,43.64606757042146,1.2309646547466624,LH,15.0,HL,11.0,-2.7735661498123068,-2.7457334878135797,-1.3926009402332178,-1.4979144049376882,-3.8072415794966785,-3.9088870835875427,-0.687406405353721,-0.7584254608155402,-5.587117349177474,-5.790117132854847,-0.24848201451926305,-0.2708691817342915,0.003915029036839971,-0.0032151801629024873,-0.019823053647648848,-0.006563597853353946,-0.037655120906803854,-0.03162525902434287,-0.061987191506210945,-0.05479377718286544,-4.071190657853535,0.3436567729328317
L00909,XAU,SHORT,28077,2025-09-05T05:10:03+00:00,5,Asia,Friday,sub1,FILLED_CLOSED,True,28078.0,28088.0,win,3.05980839987933,0.9503076021523957,103,0.4523962891804132,NONE,,2.7735661498123068,2.7527815236331445,1.3926009402332178,1.4986563034450031,3.8072415794966785,3.9163715302937607,0.687406405353721,0.7587309484362018,5.587117349177474,5.797829555397374,0.24848201451926305,0.270946693518643,-0.003915029036839971,0.003311071501094356,0.019823053647648848,0.006659809246763789,0.037655120906803854,0.03172386591203402,0.061987191506210945,0.054894598610621445,73.12568520006324,4.071190657853535,74.14825318631802,-0.31513776954608375,43.64606757042146,1.2309646547466624,LH,15.0,HL,11.0,-2.7735661498123068,-2.7527815236331445,-1.3926009402332178,-1.4986563034450031,-3.8072415794966785,-3.9163715302937607,-0.687406405353721,-0.7587309484362018,-5.587117349177474,-5.797829555397374,-0.24848201451926305,-0.270946693518643,0.003915029036839971,-0.003311071501094356,-0.019823053647648848,-0.006659809246763789,-0.037655120906803854,-0.03172386591203402,-0.061987191506210945,-0.054894598610621445,-4.071190657853535,0.31513776954608375
L00910,XAU,LONG,28154,2025-09-05T11:35:03+00:00,11,Londres,Friday,sub1,FILLED_CLOSED,True,28155.0,28157.0,loss,-2.645267948219498,-1.0643793761209823,103,-0.32733878129622035,OPPOSED,,2.7735661498123068,2.6236366319983553,1.3926009402332178,1.4850621043255539,3.8072415794966785,3.7792300509416443,0.687406405353721,0.7531333370340799,5.587117349177474,5.65651075410338,0.24848201451926305,0.2695264040583998,-0.003915029036839971,0.001554003745402918,0.019823053647648848,0.004896876949872403,0.037655120906803854,0.02991703970522347,0.061987191506210945,0.05304719421379898,73.12568520006324,4.071190657853535,73.6155030619141,-0.8478878939500021,43.64606757042146,1.2309646547466624,LH,15.0,HL,11.0,2.7735661498123068,2.6236366319983553,1.3926009402332178,1.4850621043255539,3.8072415794966785,3.7792300509416443,0.687406405353721,0.7531333370340799,5.587117349177474,5.65651075410338,0.24848201451926305,0.2695264040583998,-0.003915029036839971,0.001554003745402918,0.019823053647648848,0.004896876949872403,0.037655120906803854,0.02991703970522347,0.061987191506210945,0.05304719421379898,4.071190657853535,-0.8478878939500021
L00911,XAU,LONG,28158,2025-09-05T11:55:03+00:00,11,Londres,Friday,sub1,FILLED_CLOSED,True,28159.0,28160.0,win,3.1703411330463496,0.9519568736030638,103,0.007872096690869359,OPPOSED,,2.7735661498123068,2.6658833878814456,1.3926009402332178,1.4895091312606237,3.8072415794966785,3.824092705021837,0.687406405353721,0.7549644657720473,5.587117349177474,5.702739922167137,0.24848201451926305,0.2699910188128029,-0.003915029036839971,0.002128787707858642,0.019823053647648848,0.005473579360958222,0.037655120906803854,0.030508100990854273,0.061987191506210945,0.053651529713112656,73.12568520006324,4.071190657853535,73.79218033625398,-0.6712106196101217,43.64606757042146,1.2309646547466624,LH,15.0,HL,11.0,2.7735661498123068,2.6658833878814456,1.3926009402332178,1.4895091312606237,3.8072415794966785,3.824092705021837,0.687406405353721,0.7549644657720473,5.587117349177474,5.702739922167137,0.24848201451926305,0.2699910188128029,-0.003915029036839971,0.002128787707858642,0.019823053647648848,0.005473579360958222,0.037655120906803854,0.030508100990854273,0.061987191506210945,0.053651529713112656,4.071190657853535,-0.6712106196101217
L00912,XAU,SHORT,28187,2025-09-05T14:20:03+00:00,14,Londres/NY (overlap),Friday,sub1,EXPIRED,False,,,,,,103,-0.8569534265087081,NONE,,2.7735661498123068,3.334700528122991,1.3926009402332178,1.5599109354965675,3.8072415794966785,4.534322671284523,0.687406405353721,0.7839534439868515,5.587117349177474,6.434603454261762,0.24848201451926305,0.27734643119566726,-0.003915029036839971,0.01122831163556789,0.019823053647648848,0.014603474646175518,0.037655120906803854,0.039865314592224366,0.061987191506210945,0.0632188901399313,73.12568520006324,4.071190657853535,76.30416989160918,1.8407789357450781,43.64606757042146,1.2309646547466624,LH,15.0,HL,11.0,-2.7735661498123068,-3.334700528122991,-1.3926009402332178,-1.5599109354965675,-3.8072415794966785,-4.534322671284523,-0.687406405353721,-0.7839534439868515,-5.587117349177474,-6.434603454261762,-0.24848201451926305,-0.27734643119566726,0.003915029036839971,-0.01122831163556789,-0.019823053647648848,-0.014603474646175518,-0.037655120906803854,-0.039865314592224366,-0.061987191506210945,-0.0632188901399313,-4.071190657853535,-1.8407789357450781
L00913,XAU,SHORT,28214,2025-09-05T16:35:03+00:00,16,Nueva York,Friday,sub1,FILLED_CLOSED,True,28216.0,28220.0,win,4.50721046107401,0.9657182804730343,103,0.14683655627018324,NONE,,2.7735661498123068,3.5113574729884265,1.3926009402332178,1.578506403377137,3.8072415794966785,4.721918126667937,0.687406405353721,0.7916104013494413,5.587117349177474,6.627913056930696,0.24848201451926305,0.2792892412727373,-0.003915029036839971,0.013631799824011272,0.019823053647648848,0.01701498492452355,0.037655120906803854,0.04233686723017611,0.061987191506210945,0.06574594957327336,73.12568520006324,4.071190657853535,76.8892617794038,2.4258708235396966,43.64606757042146,1.2309646547466624,LH,15.0,HL,11.0,-2.7735661498123068,-3.5113574729884265,-1.3926009402332178,-1.578506403377137,-3.8072415794966785,-4.721918126667937,-0.687406405353721,-0.7916104013494413,-5.587117349177474,-6.627913056930696,-0.24848201451926305,-0.2792892412727373,0.003915029036839971,-0.013631799824011272,-0.019823053647648848,-0.01701498492452355,-0.037655120906803854,-0.04233686723017611,-0.061987191506210945,-0.06574594957327336,-4.071190657853535,-2.4258708235396966
L00914,XAU,SHORT,28273,2025-09-07T22:35:03+00:00,22,Post-NY / transicion,Sunday,sub1,FILLED_CLOSED,True,28274.0,28302.0,loss,-5.467931337149821,-1.0301435700345296,104,-0.4861729271523709,NONE,,3.268841224070603,3.0516091119478306,1.521018822297242,1.619397808870736,4.438129661841541,4.363997225757544,0.7641945666408017,0.8343829436869922,6.288893843957747,6.329272960100352,0.2702594461727359,0.2929832146816533,0.011539958484691335,0.0012998393742034043,0.014916161674757381,0.008889442007227754,0.040185786977220465,0.032932672948377165,0.06354655978013819,0.06706927724715392,76.38170164595826,1.9183106900941596,76.72767459147,0.2683540640661448,44.831277029677075,1.2499669472114394,LH,16.0,HL,12.0,-3.268841224070603,-3.0516091119478306,-1.521018822297242,-1.619397808870736,-4.438129661841541,-4.363997225757544,-0.7641945666408017,-0.8343829436869922,-6.288893843957747,-6.329272960100352,-0.2702594461727359,-0.2929832146816533,-0.011539958484691335,-0.0012998393742034043,-0.014916161674757381,-0.008889442007227754,-0.040185786977220465,-0.032932672948377165,-0.06354655978013819,-0.06706927724715392,-1.9183106900941596,-0.2683540640661448
L00915,XAU,SHORT,28303,2025-09-08T01:05:03+00:00,1,Asia,Monday,sub1,FILLED_CLOSED,True,28313.0,28332.0,win,6.393323673895793,0.9755849080616612,104,0.5339442336850571,NONE,,3.268841224070603,2.9813775317390503,1.521018822297242,1.6120050109540314,4.438129661841541,4.289416940891878,0.7641945666408017,0.831338850427172,6.288893843957747,6.252420963846764,0.2702594461727359,0.29221083280975607,0.011539958484691335,0.00032956030465641637,0.014916161674757381,0.007911808464733277,0.040185786977220465,0.0319317410462614,0.06354655978013819,0.06603526630981409,76.38170164595826,1.9183106900941596,76.47038912507752,0.0110685976736562,44.831277029677075,1.2499669472114394,LH,16.0,HL,12.0,-3.268841224070603,-2.9813775317390503,-1.521018822297242,-1.6120050109540314,-4.438129661841541,-4.289416940891878,-0.7641945666408017,-0.831338850427172,-6.288893843957747,-6.252420963846764,-0.2702594461727359,-0.29221083280975607,-0.011539958484691335,-0.00032956030465641637,-0.014916161674757381,-0.007911808464733277,-0.040185786977220465,-0.0319317410462614,-0.06354655978013819,-0.06603526630981409,-1.9183106900941596,-0.0110685976736562
L00916,XAU,LONG,28350,2025-09-08T05:00:03+00:00,5,Asia,Monday,sub1,FILLED_CLOSED,True,28351.0,28357.0,win,3.1036363737448482,0.9509749305140051,104,0.605514078310263,NONE,,3.268841224070603,2.884688020020597,1.521018822297242,1.601827167615241,4.438129661841541,4.186740462503541,0.7641945666408017,0.8271479737582654,6.288893843957747,6.146616965556261,0.2702594461727359,0.2911474760430159,0.011539958484691335,-0.0010062463109182264,0.014916161674757381,0.006565876768730067,0.040185786977220465,0.030553733936193355,0.06354655978013819,0.0646117184934936,76.38170164595826,1.9183106900941596,75.51266761451787,-0.9466529128859946,44.831277029677075,1.2499669472114394,LH,16.0,HL,12.0,3.268841224070603,2.884688020020597,1.521018822297242,1.601827167615241,4.438129661841541,4.186740462503541,0.7641945666408017,0.8271479737582654,6.288893843957747,6.146616965556261,0.2702594461727359,0.2911474760430159,0.011539958484691335,-0.0010062463109182264,0.014916161674757381,0.006565876768730067,0.040185786977220465,0.030553733936193355,0.06354655978013819,0.0646117184934936,1.9183106900941596,-0.9466529128859946
L00917,XAU,SHORT,28396,2025-09-08T08:50:03+00:00,8,Londres,Monday,sub1,FILLED_CLOSED,True,28397.0,28412.0,loss,-6.320338013048058,-1.025972600799008,104,-0.7480506773513411,ALIGNED,,3.268841224070603,3.4512227670380224,1.521018822297242,1.6614624041433925,4.438129661841541,4.788354760419884,0.7641945666408017,0.8517036593874996,6.288893843957747,6.7665564020018865,0.2702594461727359,0.2973780231429673,0.011539958484691335,0.0068206715167608,0.014916161674757381,0.014452120678185501,0.040185786977220465,0.03862791794659388,0.06354655978013819,0.07295274005470159,76.38170164595826,1.9183106900941596,78.09079732870893,1.6314768013050696,44.831277029677075,1.2499669472114394,LH,16.0,HL,12.0,-3.268841224070603,-3.4512227670380224,-1.521018822297242,-1.6614624041433925,-4.438129661841541,-4.788354760419884,-0.7641945666408017,-0.8517036593874996,-6.288893843957747,-6.7665564020018865,-0.2702594461727359,-0.2973780231429673,-0.011539958484691335,-0.0068206715167608,-0.014916161674757381,-0.014452120678185501,-0.040185786977220465,-0.03862791794659388,-0.06354655978013819,-0.07295274005470159,-1.9183106900941596,-1.6314768013050696
L00918,XAU,SHORT,28419,2025-09-08T10:45:03+00:00,10,Londres,Monday,sub1,FILLED_CLOSED,True,28421.0,28444.0,loss,-6.171192498547498,-1.0266170148499674,104,-0.9956664200441531,NONE,,3.268841224070603,3.5556619703657235,1.521018822297242,1.672456004493679,4.438129661841541,4.899260787483048,0.7641945666408017,0.8562304360023234,6.288893843957747,6.880840620568646,0.2702594461727359,0.2985266082541949,0.011539958484691335,0.008263543408975114,0.014916161674757381,0.015905929178877763,0.040185786977220465,0.04011637271482642,0.06354655978013819,0.0744903856296251,76.38170164595826,1.9183106900941596,78.42112668935795,1.9618061619540867,44.831277029677075,1.2499669472114394,LH,16.0,HL,12.0,-3.268841224070603,-3.5556619703657235,-1.521018822297242,-1.672456004493679,-4.438129661841541,-4.899260787483048,-0.7641945666408017,-0.8562304360023234,-6.288893843957747,-6.880840620568646,-0.2702594461727359,-0.2985266082541949,-0.011539958484691335,-0.008263543408975114,-0.014916161674757381,-0.015905929178877763,-0.040185786977220465,-0.04011637271482642,-0.06354655978013819,-0.0744903856296251,-1.9183106900941596,-1.9618061619540867
L00919,XAU,SHORT,28453,2025-09-08T13:35:03+00:00,13,Londres/NY (overlap),Monday,sub1,FILLED_CLOSED,True,28454.0,28455.0,loss,-8.159820859356387,-1.0200004478616194,104,-0.9941176326085482,NONE,,3.268841224070603,3.71620571190618,1.521018822297242,1.6893553457084591,4.438129661841541,5.069745317973375,0.7641945666408017,0.8631889882672334,6.288893843957747,7.056518100510398,0.2702594461727359,0.30029221106767967,0.011539958484691335,0.010481523293528614,0.014916161674757381,0.018140720796850016,0.040185786977220465,0.042404422508312285,0.06354655978013819,0.0768540514361016,76.38170164595826,1.9183106900941596,78.90992374789732,2.4506032204934627,44.831277029677075,1.2499669472114394,LH,16.0,HL,12.0,-3.268841224070603,-3.71620571190618,-1.521018822297242,-1.6893553457084591,-4.438129661841541,-5.069745317973375,-0.7641945666408017,-0.8631889882672334,-6.288893843957747,-7.056518100510398,-0.2702594461727359,-0.30029221106767967,-0.011539958484691335,-0.010481523293528614,-0.014916161674757381,-0.018140720796850016,-0.040185786977220465,-0.042404422508312285,-0.06354655978013819,-0.0768540514361016,-1.9183106900941596,-2.4506032204934627
L00920,XAU,SHORT,28462,2025-09-08T14:20:03+00:00,14,Londres/NY (overlap),Monday,sub1,FILLED_CLOSED,True,28463.0,28467.0,loss,-6.5262164643472715,-1.0251326672437073,104,-1.3077600751145573,NONE,,3.268841224070603,3.8515225927394545,1.521018822297242,1.7035992279014396,4.438129661841541,5.213440953037816,0.7641945666408017,0.8690541162290472,6.288893843957747,7.204590696740374,0.2702594461727359,0.30178037786395884,0.011539958484691335,0.01235098339735403,0.014916161674757381,0.02002435094122512,0.040185786977220465,0.04433294216454393,0.06354655978013819,0.07884630526795892,76.38170164595826,1.9183106900941596,79.30503831659965,2.8457177891957883,44.831277029677075,1.2499669472114394,LH,16.0,HL,12.0,-3.268841224070603,-3.8515225927394545,-1.521018822297242,-1.7035992279014396,-4.438129661841541,-5.213440953037816,-0.7641945666408017,-0.8690541162290472,-6.288893843957747,-7.204590696740374,-0.2702594461727359,-0.30178037786395884,-0.011539958484691335,-0.01235098339735403,-0.014916161674757381,-0.02002435094122512,-0.040185786977220465,-0.04433294216454393,-0.06354655978013819,-0.07884630526795892,-1.9183106900941596,-2.8457177891957883
L00921,XAU,SHORT,28475,2025-09-08T15:25:03+00:00,15,Londres/NY (overlap),Monday,sub1,FILLED_CLOSED,True,28479.0,28507.0,win,7.022971773575591,0.9777250969315432,104,-0.5104324329198203,NONE,,3.268841224070603,3.9654672771816237,1.521018822297242,1.7155934052111383,4.438129661841541,5.334441035897454,0.7641945666408017,0.8739928951212768,6.288893843957747,7.329276435489729,0.2702594461727359,0.30303350086647146,0.011539958484691335,0.013925177542946686,0.014916161674757381,0.021610477085168788,0.040185786977220465,0.04595686788849387,0.06354655978013819,0.08052389887491894,76.38170164595826,1.9183106900941596,79.62644419690147,3.167123669497613,44.831277029677075,1.2499669472114394,LH,16.0,HL,12.0,-3.268841224070603,-3.9654672771816237,-1.521018822297242,-1.7155934052111383,-4.438129661841541,-5.334441035897454,-0.7641945666408017,-0.8739928951212768,-6.288893843957747,-7.329276435489729,-0.2702594461727359,-0.30303350086647146,-0.011539958484691335,-0.013925177542946686,-0.014916161674757381,-0.021610477085168788,-0.040185786977220465,-0.04595686788849387,-0.06354655978013819,-0.08052389887491894,-1.9183106900941596,-3.167123669497613
L00922,XAU,SHORT,28544,2025-09-08T22:10:03+00:00,22,Post-NY / transicion,Monday,sub1,EXPIRED,False,,,,,,105,0.6447027242508971,NONE,,3.8087865958217564,3.425197267101596,1.6553991769131084,1.7038444432355222,5.1302397119078105,4.906915210447527,0.8435659240800263,0.8953505730689786,7.057171340580148,6.9641377583527175,0.29257722960061244,0.3111990927219831,0.01359366552751805,-0.0002940568066035861,0.021276452291483092,0.024989000699442723,0.04561488282193756,0.028410092575168598,0.08017061180466108,0.07094186924034163,79.55959137468591,3.1002708472820473,79.30762164347932,6.1819364434160775,46.3930429561287,1.276163710037672,LH,17.0,HL,13.0,-3.8087865958217564,-3.425197267101596,-1.6553991769131084,-1.7038444432355222,-5.1302397119078105,-4.906915210447527,-0.8435659240800263,-0.8953505730689786,-7.057171340580148,-6.9641377583527175,-0.29257722960061244,-0.3111990927219831,-0.01359366552751805,0.0002940568066035861,-0.021276452291483092,-0.024989000699442723,-0.04561488282193756,-0.028410092575168598,-0.08017061180466108,-0.07094186924034163,-3.1002708472820473,-6.1819364434160775
L00923,XAU,LONG,28559,2025-09-08T23:25:03+00:00,23,Post-NY / transicion,Monday,sub1,FILLED_CLOSED,True,28560.0,28564.0,win,2.795623690690718,0.9458659096204257,105,0.7307944813694099,NONE,,3.8087865958217564,3.3636291277572066,1.6553991769131084,1.6973635864624312,5.1302397119078105,4.8415348024130855,0.8435659240800263,0.8926819849859394,7.057171340580148,6.896765866674214,0.29257722960061244,0.31052198828300576,0.01359366552751805,-0.0011624734000998138,0.021276452291483092,0.024098621420996922,0.04561488282193756,0.027516741489890015,0.08017061180466108,0.07001157199018487,79.55959137468591,3.1002708472820473,78.57272792217826,5.447042722115015,46.3930429561287,1.276163710037672,LH,17.0,HL,13.0,3.8087865958217564,3.3636291277572066,1.6553991769131084,1.6973635864624312,5.1302397119078105,4.8415348024130855,0.8435659240800263,0.8926819849859394,7.057171340580148,6.896765866674214,0.29257722960061244,0.31052198828300576,0.01359366552751805,-0.0011624734000998138,0.021276452291483092,0.024098621420996922,0.04561488282193756,0.027516741489890015,0.08017061180466108,0.07001157199018487,3.1002708472820473,5.447042722115015
